Company,Product_Type,Eco friendly,Country,Production_Year,Greenhouse_Gas_Emissions,Pollutants_Emitted,Water_Consumption,Energy_Consumption,Waste_Generation,Sales_Revenue
Urban Outfitters,Linen,Most,Denmark,2019,1854,12,4201,926,290,406975
Zara,Microfiber,Moderate,France,2022,2756,15,5138,1090,326,458795
Zara,Nylon,Least,Brazil,2021,4903,22,5953,1241,513,504303
Urban Outfitters,Cotton,Least,Brazil,2021,4723,22,6644,1102,450,551160
Forever 21,Recycled_Poly,Moderate,France,2022,3111,14,4845,1054,353,455045
Zara,Nylon,Least,China,2021,3985,23,6664,1227,579,494083
Zara,Microfiber,Moderate,France,2019,3218,15,5407,1056,470,480712
Nike,Synthetic_Blend,Least,China,2018,4077,18,19,953,571,525936
Adidas,Microfiber,Moderate,Mexico,2018,2793,14,5107,1071,323,459671
Forever 21,Cotton,Least,Indonesia,2022,3851,22,6410,1282,618,547867
Urban Outfitters,Recycled_Poly,Moderate,Spain,2021,3391,13,5070,1052,367,443169
Zara,Organic_Cotton,Most,Switzerland,2020,1502,10,4071,889,236,408768
Adidas,Nylon,Least,China,2022,3260,16,16,1028,517,521270
Adidas,Microfiber,Moderate,United States,2022,2748,16,4767,960,420,500688
Forever 21,Microfiber,Moderate,Spain,2020,3105,15,5311,1171,426,490038
Zara,Cotton,Least,China,2022,3985,21,5935,1190,563,516320
Forever 21,Viscose,Moderate,Mexico,2022,3284,17,4816,1155,404,466849
Urban Outfitters,Microfiber,Moderate,France,2018,3255,17,5277,1160,409,451966
Zara,Organic_Cotton,Most,Switzerland,2020,2237,9,4304,1004,183,484219
Forever 21,Wool,Most,Finland,2019,2075,10,3809,713,247,434197
Nike,Cotton,Least,Bangladesh,2018,3850,19,19,967,439,529124
Urban Outfitters,Microfiber,Moderate,Mexico,2021,3109,14,4523,1166,430,522153
Forever 21,Cotton,Least,Indonesia,2019,3968,23,6892,1110,608,555597
Zara,Synthetic_Blend,Least,Indonesia,2021,5138,23,6279,1263,558,508599
Urban Outfitters,Viscose,Moderate,Italy,2022,2845,13,5138,1073,332,487948
Zara,Polyester,Least,Bangladesh,2019,4433,23,6301,1192,547,535939
Nike,Recycled_Poly,Moderate,France,2020,2664,12,4347,1001,302,518587
Nike,Microfiber,Moderate,Italy,2020,2853,13,4969,1092,288,442099
Urban Outfitters,Linen,Most,Denmark,2022,2293,11,3518,682,253,450727
Adidas,Synthetic_Blend,Least,Indonesia,2018,3644,18,19,1040,438,503874
Zara,Cotton,Least,Indonesia,2018,3671,23,6100,1230,559,492921
Forever 21,Wool,Most,Denmark,2021,1592,12,4533,863,205,454005
Nike,Nylon,Least,Indonesia,2022,4204,20,20,909,528,483524
Adidas,Tencel,Most,Denmark,2018,1828,9,3729,681,162,431282
Nike,Nylon,Least,Indonesia,2022,3467,18,18,983,548,526151
Nike,Viscose,Moderate,Spain,2019,3073,16,4347,1030,310,527674
Forever 21,Cotton,Least,China,2019,4117,19,6116,1289,473,495159
Zara,Organic_Cotton,Most,Sweden,2018,2432,9,3821,796,223,497080
Urban Outfitters,Linen,Most,Denmark,2018,1688,10,3515,727,179,463059
Urban Outfitters,Organic_Cotton,Most,Denmark,2021,1877,9,3745,669,197,424910
Zara,Viscose,Moderate,France,2022,2842,15,4885,1136,395,505379
Nike,Organic_Cotton,Most,Sweden,2021,1929,8,3766,778,185,464938
Adidas,Recycled_Poly,Moderate,United States,2022,2559,13,4676,959,391,446610
Nike,Microfiber,Moderate,France,2018,3088,14,4678,1080,385,513051
Zara,Nylon,Least,China,2019,4932,20,7082,1289,558,528939
Adidas,Organic_Cotton,Most,Switzerland,2021,1736,8,3509,800,176,442818
Urban Outfitters,Tencel,Most,Finland,2022,1622,12,3761,996,252,436739
Zara,Polyester,Least,Brazil,2019,4100,20,7018,1165,508,538409
Zara,Viscose,Moderate,United States,2022,2898,17,5513,1210,451,525337
Urban Outfitters,Recycled_Poly,Moderate,Spain,2018,2900,17,4522,1024,426,454076
Forever 21,Microfiber,Moderate,Spain,2021,2784,14,5593,1193,362,470321
Nike,Cotton,Least,Brazil,2019,3317,17,20,1005,480,547335
Forever 21,Viscose,Moderate,Spain,2019,2974,15,4801,1111,464,536055
Zara,Synthetic_Blend,Least,Indonesia,2021,4802,22,6526,1264,525,524211
Forever 21,Polyester,Least,Indonesia,2021,5000,21,5875,1237,535,486685
Forever 21,Tencel,Most,Switzerland,2020,1979,10,4663,844,262,430245
Adidas,Polyester,Least,India,2020,3807,19,19,1008,496,543073
Adidas,Recycled_Poly,Moderate,Italy,2018,2336,16,4758,958,414,462742
Adidas,Viscose,Moderate,France,2021,2543,14,5127,963,276,493962
Nike,Viscose,Moderate,United States,2018,2810,12,4824,930,374,522312
Nike,Recycled_Poly,Moderate,Mexico,2021,3055,14,4601,1093,342,514326
Zara,Tencel,Most,Sweden,2021,2326,11,4221,800,234,419170
Nike,Recycled_Poly,Moderate,United States,2020,2983,14,4812,956,392,504139
Zara,Tencel,Most,Switzerland,2020,2474,9,3855,984,182,495507
Zara,Organic_Cotton,Most,Finland,2020,1929,12,4304,864,200,479590
Urban Outfitters,Wool,Most,Denmark,2020,2106,12,3660,972,267,424909
Urban Outfitters,Synthetic_Blend,Least,Indonesia,2020,3739,22,6731,1071,490,484165
Urban Outfitters,Viscose,Moderate,France,2018,2633,13,5423,1107,384,479331
Forever 21,Nylon,Least,India,2021,5282,20,5986,1283,609,485071
Nike,Recycled_Poly,Moderate,France,2018,2847,13,4334,1000,321,521292
Zara,Organic_Cotton,Most,Denmark,2020,1571,12,4124,901,288,452910
Adidas,Microfiber,Moderate,France,2021,2297,15,5251,1062,316,460788
Forever 21,Wool,Most,Denmark,2019,2158,11,3612,782,270,456245
Nike,Synthetic_Blend,Least,Indonesia,2018,4228,20,17,921,415,499944
Forever 21,Nylon,Least,Indonesia,2020,5214,20,6073,1128,530,550576
Urban Outfitters,Recycled_Poly,Moderate,United States,2018,2597,14,4970,1008,427,443546
Forever 21,Synthetic_Blend,Least,China,2020,4756,19,6063,1257,492,490037
Forever 21,Linen,Most,Finland,2019,2352,9,3808,832,229,483170
Forever 21,Linen,Most,Finland,2019,2136,9,4295,982,232,494112
Zara,Linen,Most,Norway,2018,2119,10,3719,753,184,437226
Zara,Wool,Most,Norway,2022,1968,11,3673,929,249,481653
Urban Outfitters,Polyester,Least,Indonesia,2020,3826,23,6703,1176,560,500430
Zara,Recycled_Poly,Moderate,Mexico,2018,3160,14,4828,1208,452,498320
Adidas,Tencel,Most,Switzerland,2018,1901,8,3391,609,215,455690
Forever 21,Cotton,Least,India,2021,4033,22,6007,1276,574,481168
Forever 21,Tencel,Most,Sweden,2022,2351,11,4280,740,188,473849
Adidas,Cotton,Least,China,2019,3844,20,16,1100,532,534583
Adidas,Wool,Most,Finland,2019,1786,10,4050,889,199,464303
Urban Outfitters,Tencel,Most,Denmark,2021,1519,11,4274,732,249,403390
Forever 21,Tencel,Most,Switzerland,2021,2273,11,4677,972,193,490001
Forever 21,Nylon,Least,Brazil,2018,3933,22,6825,1267,559,558759
Nike,Microfiber,Moderate,Spain,2021,2770,15,4617,1042,313,456787
Forever 21,Viscose,Moderate,United States,2021,3311,17,5578,1184,398,446077
Zara,Linen,Most,Finland,2020,1647,11,3937,924,258,400139
Urban Outfitters,Wool,Most,Sweden,2018,1863,10,4207,917,201,479509
Nike,Microfiber,Moderate,Spain,2022,2967,12,5217,1019,360,498634
Forever 21,Organic_Cotton,Most,Finland,2018,2265,10,4344,1017,310,426410
Adidas,Tencel,Most,Denmark,2022,1378,8,4027,627,229,428021
Zara,Linen,Most,Switzerland,2018,2056,10,4093,952,259,414233
Urban Outfitters,Wool,Most,Denmark,2018,1847,11,4432,861,238,404851
Adidas,Linen,Most,Switzerland,2022,1389,10,3955,741,230,404026
Nike,Polyester,Least,Brazil,2021,4159,17,19,1039,438,487087
Adidas,Wool,Most,Norway,2019,1501,8,3846,697,228,416700
Zara,Linen,Most,Denmark,2019,2171,9,3822,846,319,430382
Nike,Microfiber,Moderate,Mexico,2021,2712,13,4932,1067,363,508881
Forever 21,Viscose,Moderate,Italy,2021,2748,14,5523,1130,410,496172
Forever 21,Viscose,Moderate,France,2020,3385,15,4908,1211,375,469978
Nike,Synthetic_Blend,Least,Indonesia,2020,3893,18,17,1005,562,532585
Zara,Viscose,Moderate,United States,2021,3084,17,5251,1066,468,495888
Nike,Synthetic_Blend,Least,China,2021,3788,20,19,918,559,512489
Adidas,Organic_Cotton,Most,Switzerland,2019,1433,9,3338,842,141,475354
Forever 21,Recycled_Poly,Moderate,Spain,2020,3492,14,5154,1171,372,533707
Adidas,Wool,Most,Sweden,2020,1563,9,3442,655,186,403222
Urban Outfitters,Organic_Cotton,Most,Norway,2020,2441,10,4259,818,262,487159
Forever 21,Viscose,Moderate,France,2022,2967,17,4878,1088,407,464985
Urban Outfitters,Tencel,Most,Sweden,2020,2428,8,3567,920,281,404875
Nike,Microfiber,Moderate,Mexico,2022,2240,12,5201,1041,318,471752
Urban Outfitters,Organic_Cotton,Most,Finland,2019,2431,11,4140,864,247,441871
Adidas,Viscose,Moderate,Italy,2019,2875,14,4518,1016,326,472756
Urban Outfitters,Microfiber,Moderate,France,2021,2642,15,4873,1148,302,521628
Nike,Polyester,Least,India,2020,4044,19,16,1037,431,533768
Adidas,Organic_Cotton,Most,Norway,2020,1696,8,3984,798,138,449416
Adidas,Nylon,Least,India,2018,3950,17,16,1054,569,555121
Forever 21,Organic_Cotton,Most,Denmark,2021,2162,10,4682,984,282,437476
Adidas,Microfiber,Moderate,Italy,2018,2316,13,4871,1042,273,526168
Forever 21,Tencel,Most,Denmark,2019,1528,12,4184,1002,198,447289
Nike,Tencel,Most,Switzerland,2022,1741,8,3983,834,167,407797
Zara,Nylon,Least,Indonesia,2021,4700,21,6342,1168,483,500630
Adidas,Cotton,Least,Bangladesh,2018,3449,18,20,1003,400,521972
Nike,Viscose,Moderate,United States,2022,3056,13,4950,925,332,488226
Zara,Synthetic_Blend,Least,China,2018,4014,21,5875,1199,543,546780
Forever 21,Cotton,Least,Indonesia,2020,4343,20,6606,1176,517,495170
Adidas,Linen,Most,Finland,2020,1336,8,3358,851,164,414444
Forever 21,Wool,Most,Finland,2021,1935,10,3732,963,247,423560
Nike,Wool,Most,Switzerland,2019,1646,10,3992,846,217,423544
Adidas,Polyester,Least,Bangladesh,2020,4203,20,19,1001,528,524805
Zara,Polyester,Least,India,2019,5342,21,6927,1192,555,529417
Zara,Organic_Cotton,Most,Sweden,2020,2316,12,4033,758,310,422016
Urban Outfitters,Linen,Most,Sweden,2021,2383,9,4348,977,231,409351
Adidas,Nylon,Least,India,2021,3867,20,16,945,450,556320
Forever 21,Polyester,Least,Brazil,2019,3616,23,5901,1134,622,500851
Zara,Synthetic_Blend,Least,India,2020,5127,23,6010,1173,504,519806
Adidas,Wool,Most,Denmark,2020,1443,8,3978,672,212,412563
Nike,Wool,Most,Denmark,2021,1716,9,3860,882,208,410952
Urban Outfitters,Linen,Most,Denmark,2019,2034,11,3801,621,267,497638
Zara,Tencel,Most,Sweden,2019,1619,9,4169,1010,195,412097
Urban Outfitters,Viscose,Moderate,Spain,2021,3458,16,5137,1075,324,519184
Zara,Nylon,Least,China,2021,4091,23,6111,1180,475,499462
Forever 21,Viscose,Moderate,Italy,2020,3008,14,4812,1213,346,501816
Nike,Polyester,Least,Brazil,2019,3502,17,16,1018,517,524985
Urban Outfitters,Wool,Most,Denmark,2020,2303,12,4001,968,257,439265
Zara,Organic_Cotton,Most,Switzerland,2020,2487,12,3994,777,193,469255
Adidas,Linen,Most,Switzerland,2019,1495,10,3300,600,185,429017
Zara,Microfiber,Moderate,Spain,2019,2818,16,4884,1164,328,469982
Zara,Wool,Most,Sweden,2022,2045,9,4158,969,320,484633
Adidas,Linen,Most,Sweden,2018,1498,10,3515,891,218,436681
Adidas,Viscose,Moderate,United States,2019,3066,16,4998,1057,371,476536
Nike,Tencel,Most,Switzerland,2021,1726,8,3481,646,184,438309
Urban Outfitters,Recycled_Poly,Moderate,Italy,2019,3050,17,5090,1156,313,468456
Forever 21,Wool,Most,Switzerland,2019,2469,11,4163,792,214,439829
Nike,Wool,Most,Switzerland,2019,1854,9,4088,626,220,435007
Zara,Organic_Cotton,Most,Finland,2022,1874,12,3757,988,200,493945
Urban Outfitters,Polyester,Least,India,2022,4477,21,6194,1086,489,502409
Zara,Cotton,Least,China,2020,4674,22,6889,1117,597,551766
Nike,Cotton,Least,Bangladesh,2022,3491,20,16,1018,435,536505
Forever 21,Cotton,Least,Indonesia,2022,5081,19,6115,1249,554,550611
Zara,Microfiber,Moderate,Italy,2021,3305,17,5038,1092,441,485711
Nike,Cotton,Least,Brazil,2022,4134,17,20,913,539,544225
Nike,Viscose,Moderate,Italy,2022,2505,12,4792,1036,284,442271
Zara,Recycled_Poly,Moderate,Spain,2019,3083,17,5341,1248,322,443241
Nike,Recycled_Poly,Moderate,Spain,2019,2388,12,4375,925,297,447000
Zara,Recycled_Poly,Moderate,United States,2020,3137,14,4859,1250,363,473357
Zara,Organic_Cotton,Most,Norway,2022,1616,11,4051,962,191,462775
Urban Outfitters,Tencel,Most,Denmark,2022,1631,11,4126,864,265,406230
Nike,Organic_Cotton,Most,Switzerland,2020,1774,8,3514,653,202,460405
Urban Outfitters,Tencel,Most,Finland,2018,2269,10,3655,685,218,413002
Forever 21,Cotton,Least,Bangladesh,2018,4168,23,6907,1181,597,509050
Forever 21,Synthetic_Blend,Least,China,2018,4383,19,6413,1147,595,517146
Zara,Synthetic_Blend,Least,Bangladesh,2019,3726,23,6668,1127,510,528673
Forever 21,Polyester,Least,Indonesia,2018,5131,23,5810,1165,616,528101
Adidas,Tencel,Most,Norway,2021,1761,8,3859,834,140,462384
Zara,Nylon,Least,India,2018,4241,23,6820,1128,496,542805
Forever 21,Cotton,Least,Bangladesh,2020,3860,23,6469,1198,550,523503
Nike,Polyester,Least,Bangladesh,2021,3309,17,17,949,536,519834
Forever 21,Polyester,Least,Bangladesh,2018,4804,19,5912,1111,524,526727
Forever 21,Nylon,Least,Indonesia,2020,4191,20,7043,1110,626,516544
Adidas,Tencel,Most,Switzerland,2019,1833,10,3726,670,203,404590
Adidas,Synthetic_Blend,Least,Indonesia,2020,4034,20,18,1067,480,549518
Forever 21,Microfiber,Moderate,Mexico,2022,3207,16,5194,1163,343,484362
Adidas,Microfiber,Moderate,Spain,2022,2452,14,4303,979,417,482321
Adidas,Nylon,Least,China,2019,3255,18,17,1005,514,490407
Zara,Synthetic_Blend,Least,Indonesia,2018,4778,19,6739,1167,616,528239
Adidas,Nylon,Least,Bangladesh,2020,4276,17,16,974,526,528665
Forever 21,Wool,Most,Switzerland,2020,1860,10,4545,975,201,450377
Zara,Organic_Cotton,Most,Norway,2019,2099,12,3671,705,302,491970
Nike,Linen,Most,Finland,2021,1496,9,3520,792,143,462641
Zara,Recycled_Poly,Moderate,United States,2022,2909,16,5525,1192,365,539929
Nike,Wool,Most,Switzerland,2018,1798,10,3629,808,187,426756
Forever 21,Viscose,Moderate,Mexico,2021,2899,17,5227,1116,459,498126
Urban Outfitters,Wool,Most,Finland,2019,1570,11,3561,914,167,492833
Adidas,Linen,Most,Switzerland,2022,1943,10,3851,882,210,440589
Adidas,Viscose,Moderate,Italy,2019,3109,16,5081,1013,363,538356
Adidas,Linen,Most,Finland,2020,1321,9,3523,794,143,487487
Nike,Organic_Cotton,Most,Finland,2019,1335,10,3783,678,227,427024
Urban Outfitters,Polyester,Least,Brazil,2018,4580,23,6907,1148,503,504891
Nike,Viscose,Moderate,United States,2022,2245,13,5218,1054,350,513767
Zara,Tencel,Most,Switzerland,2020,1803,10,4422,802,306,435337
Urban Outfitters,Linen,Most,Finland,2022,1968,11,3775,834,221,475891
Adidas,Nylon,Least,Bangladesh,2022,3633,17,17,909,505,494024
Forever 21,Nylon,Least,Brazil,2019,5164,19,6211,1180,483,551805
Urban Outfitters,Linen,Most,Denmark,2019,2117,8,4229,865,280,424818
Forever 21,Viscose,Moderate,United States,2019,3115,16,5273,1077,321,470202
Adidas,Synthetic_Blend,Least,China,2019,4430,20,16,993,494,509945
Nike,Nylon,Least,India,2019,4248,18,19,967,534,532669
Urban Outfitters,Viscose,Moderate,Mexico,2019,3312,15,5396,1121,350,491166
Nike,Linen,Most,Switzerland,2022,1490,10,3576,853,154,482625
Zara,Cotton,Least,Brazil,2022,5337,19,6423,1224,605,540969
Adidas,Linen,Most,Sweden,2022,1436,9,3896,730,136,485320
Adidas,Viscose,Moderate,United States,2022,2809,16,4857,1008,414,509512
Forever 21,Microfiber,Moderate,United States,2019,2729,14,4842,1213,440,521883
Zara,Microfiber,Moderate,Mexico,2019,3526,17,4812,1112,335,442461
Forever 21,Tencel,Most,Switzerland,2021,1793,11,3660,750,316,434931
Forever 21,Tencel,Most,Switzerland,2018,1544,11,3656,932,313,458647
Urban Outfitters,Organic_Cotton,Most,Denmark,2018,1865,8,4465,939,256,487450
Forever 21,Microfiber,Moderate,Spain,2022,2997,17,5431,1078,386,453621
Urban Outfitters,Tencel,Most,Switzerland,2022,1547,12,4047,907,286,453448
Nike,Synthetic_Blend,Least,China,2022,4171,16,16,1002,572,555036
Adidas,Linen,Most,Switzerland,2019,1573,8,3318,894,187,487940
Forever 21,Wool,Most,Finland,2018,1877,12,4104,880,285,425577
Adidas,Linen,Most,Sweden,2022,1703,8,3884,612,226,458187
Zara,Viscose,Moderate,United States,2018,3438,16,4747,1162,445,534962
Forever 21,Polyester,Least,India,2019,3867,23,7072,1226,530,487684
Nike,Cotton,Least,Bangladesh,2018,4011,20,18,1082,574,542076
Zara,Organic_Cotton,Most,Sweden,2019,2486,11,4043,936,180,401741
Nike,Wool,Most,Finland,2021,1869,8,3356,879,218,478479
Zara,Tencel,Most,Denmark,2020,2439,9,4247,940,251,460614
Adidas,Linen,Most,Norway,2021,1803,10,3431,841,230,472875
Forever 21,Nylon,Least,India,2022,4164,19,6886,1132,539,499352
Forever 21,Viscose,Moderate,Spain,2020,2734,16,5296,1093,425,502139
Nike,Linen,Most,Denmark,2021,1524,9,4007,874,162,449160
Adidas,Wool,Most,Norway,2019,1886,8,4044,700,208,428200
Zara,Synthetic_Blend,Least,India,2019,3816,19,5892,1137,525,557002
Zara,Tencel,Most,Norway,2019,1611,11,4270,833,228,442179
Adidas,Wool,Most,Finland,2019,1750,9,3830,611,171,450905
Adidas,Cotton,Least,Bangladesh,2019,3757,20,20,1074,489,557316
Zara,Wool,Most,Finland,2021,2172,11,3963,781,193,426742
Nike,Linen,Most,Finland,2022,1891,8,3584,759,227,484833
Urban Outfitters,Cotton,Least,Indonesia,2022,3809,19,5970,1084,566,523994
Zara,Tencel,Most,Denmark,2020,2115,11,4655,875,272,448008
Urban Outfitters,Organic_Cotton,Most,Sweden,2018,2289,11,4149,970,189,467365
Nike,Viscose,Moderate,Italy,2020,2512,16,4487,1068,348,499120
Nike,Organic_Cotton,Most,Denmark,2019,1955,8,4021,897,214,463713
Nike,Microfiber,Moderate,Mexico,2020,2920,14,4791,1076,321,468212
Adidas,Nylon,Least,China,2020,3478,19,19,1037,403,553142
Adidas,Linen,Most,Denmark,2018,1728,8,3454,793,169,484683
Forever 21,Organic_Cotton,Most,Finland,2021,2338,10,4377,921,296,400435
Zara,Recycled_Poly,Moderate,United States,2018,3370,16,4778,1201,326,535044
Nike,Synthetic_Blend,Least,Bangladesh,2020,4163,18,18,960,451,549608
Nike,Wool,Most,Switzerland,2022,1888,10,3999,634,219,426273
Forever 21,Linen,Most,Sweden,2021,1995,10,3625,797,211,454908
Adidas,Recycled_Poly,Moderate,Spain,2020,3197,15,4721,957,284,466979
Nike,Cotton,Least,Indonesia,2020,3784,18,16,917,535,491442
Urban Outfitters,Synthetic_Blend,Least,China,2021,4637,21,5606,1014,533,513715
Adidas,Polyester,Least,Indonesia,2019,3840,19,16,966,441,541223
Adidas,Recycled_Poly,Moderate,Spain,2021,2627,12,5013,980,335,490202
Zara,Microfiber,Moderate,Italy,2022,3508,17,5678,1179,349,497443
Urban Outfitters,Synthetic_Blend,Least,Indonesia,2019,3909,19,5928,1037,582,512012
Forever 21,Recycled_Poly,Moderate,Mexico,2018,2863,17,5528,1113,453,442306
Forever 21,Synthetic_Blend,Least,China,2022,4114,23,6063,1120,516,558153
Forever 21,Viscose,Moderate,Italy,2021,3042,14,4852,1206,468,461630
Nike,Linen,Most,Sweden,2022,1709,9,3598,835,196,484176
Nike,Recycled_Poly,Moderate,Italy,2020,2566,13,5055,965,318,465596
Nike,Linen,Most,Finland,2022,1309,10,3603,797,222,470333
Zara,Microfiber,Moderate,United States,2020,3427,14,5660,1108,434,507872
Forever 21,Microfiber,Moderate,Italy,2021,3241,16,5408,1138,350,507383
Urban Outfitters,Cotton,Least,Bangladesh,2020,4135,20,5551,1061,570,556950
Nike,Synthetic_Blend,Least,Indonesia,2022,4460,18,17,1100,444,492483
Nike,Nylon,Least,China,2021,4183,16,20,956,443,501244
Nike,Polyester,Least,Bangladesh,2019,3983,20,19,1071,427,525527
Adidas,Linen,Most,Switzerland,2018,1651,8,3458,642,145,467865
Nike,Microfiber,Moderate,United States,2020,2778,16,5143,1015,286,503415
Zara,Recycled_Poly,Moderate,Mexico,2018,3078,17,5076,1186,331,535238
Adidas,Synthetic_Blend,Least,Bangladesh,2021,3232,20,16,1077,490,542498
Urban Outfitters,Linen,Most,Switzerland,2019,2077,12,3972,666,212,435666
Forever 21,Wool,Most,Denmark,2019,1572,9,4211,997,304,444177
Zara,Tencel,Most,Switzerland,2022,2439,10,4538,838,196,459194
Nike,Polyester,Least,India,2019,3652,18,19,909,495,497485
Adidas,Synthetic_Blend,Least,Bangladesh,2022,3449,16,19,947,456,519256
Forever 21,Linen,Most,Switzerland,2022,1858,11,3763,949,225,433334
Urban Outfitters,Nylon,Least,Bangladesh,2022,4276,23,6878,1026,560,520257
Forever 21,Nylon,Least,Indonesia,2019,4733,20,6601,1246,593,531522
Urban Outfitters,Cotton,Least,Indonesia,2018,3837,21,6828,1149,508,524660
Urban Outfitters,Linen,Most,Sweden,2022,1592,12,4098,677,273,468128
Nike,Organic_Cotton,Most,Finland,2021,1589,9,3777,896,188,488113
Nike,Synthetic_Blend,Least,China,2022,3573,18,17,915,461,519360
Urban Outfitters,Recycled_Poly,Moderate,Italy,2018,2611,14,5208,1173,441,482509
Forever 21,Microfiber,Moderate,Italy,2019,3340,17,5511,1102,393,465299
Nike,Nylon,Least,Brazil,2018,4435,19,17,940,417,532991
Adidas,Nylon,Least,India,2021,4135,17,20,994,568,518307
Urban Outfitters,Tencel,Most,Switzerland,2022,1991,12,4132,907,178,409471
Zara,Cotton,Least,Indonesia,2021,4192,21,6806,1129,565,546407
Forever 21,Microfiber,Moderate,Mexico,2020,3216,16,5380,1068,369,440251
Nike,Nylon,Least,Bangladesh,2019,3402,18,18,987,571,546379
Adidas,Cotton,Least,Brazil,2022,4061,16,20,934,412,531686
Zara,Wool,Most,Sweden,2022,1698,11,4504,970,311,496806
Adidas,Recycled_Poly,Moderate,Mexico,2022,2437,14,5281,975,332,445211
Forever 21,Linen,Most,Finland,2020,2321,9,4604,933,210,482870
Urban Outfitters,Organic_Cotton,Most,Finland,2022,2401,10,3839,621,222,407901
Nike,Linen,Most,Sweden,2021,1777,10,3336,637,201,437370
Zara,Tencel,Most,Finland,2019,1947,10,4072,1010,230,495933
Zara,Synthetic_Blend,Least,Brazil,2022,4210,23,6589,1228,548,558836
Adidas,Recycled_Poly,Moderate,Spain,2020,2577,14,5165,977,289,536315
Forever 21,Microfiber,Moderate,Mexico,2022,2783,16,5365,1129,369,444443
Urban Outfitters,Viscose,Moderate,Mexico,2018,2916,13,5098,1159,426,472190
Zara,Organic_Cotton,Most,Finland,2020,1691,9,4689,758,209,400323
Forever 21,Polyester,Least,Brazil,2021,4489,19,5928,1295,546,482977
